reviewcontent,reviewtype,topcritic,rottentomatoeslink,movietitle,movieinfo,genres,productioncompany
mirrors every other football flick we've recently seen,Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Its power dissipates by spreading over too many characters without grounding us enough in their stories, relying too much on signifiers of loss and moving on that are too familiar.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"For a movie about the effects of tragedy on the people in a football town, We Are Marshall doesn't care about the grief process, its characters, or, most shockingly, football.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"...the homework was done to create an evenly paced, sometimes melancholy, sometimes action packed drama that has a lot of heart.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
The film is emotionally affecting without being particularly distinguished.,Fresh,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"As the world's biggest sucker for uplifting jock movies, I can heartily endorse the skillfully manipulative We Are Marshall.",Fresh,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
McConaughey's performance is oddly comic but actually serves to counter more traditional interpretations of a stoic coach leading his charges.,Fresh,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"It's a powerful subject, but director McG and screenwriter Jamie Linden haul out every cliché in the playbook.",Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Among sports movies, We Are Marshall scores enough for respectability.",Fresh,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"The movie goes through the usual paces with a certain panache and a handful of interesting performances, but there's almost not enough story to support a movie, and it's so overblown in places it's unintentionally funny.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Syrupy, vapid, unfocused.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"We Are Marshall is manipulative and hokey and formulaic, and, often, overly sentimental. But it is also nearly impossible to dislike.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Bright spots can't get at the script's failure to make this into a story about something bigger than sports, in the way Invincible, Miracle and Go Tigers did.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"It's not that We Are Marshall does anything groundbreaking -- and that dependability is part of its appeal. It's an undeniably compelling story, and maybe it would make you cry just as hard even if it weren't gracefully told.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
An inspiring story that shows how sports can be a healing force in times of loss and grief.,Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"A depressingly mechanical sports drama that seems not to have been written and directed so much as home assembled, Ikea-style, by pictorial instruction.",Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"'Restrained' and 'tasteful' are not words normally associated with McG, the director best known for countless music videos and the Charlie's Angels movie franchise. We Are Marshall could change that.",Fresh,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
